Student_Names,Phone_No.,CIA_1,CIA_2,CIA_3,Grade,Comment,Roll No.,School Name,Student Address
Melanie Walker,9709597649.0,24.0,41.0,45.0,D,Poor Pursuance,598191,Martin Luther School,"88130 Woods Crossroad, South Parker, MA 42890"
Jeremy Willis,9272943549.0,66.0,23.0,97.0,B,Average Performance,537701,Martin Luther School,"86697 Joseph Street Suite 994, Amyton, MA 05879"
Patricia Hutchinson,9611329512.0,72.0,75.0,38.0,B,Average Performance,546432,Martin Luther School,"4341 Daniel Vista Apt. 138, Amyview, VI 01852"
Aaron Morrow,9308019069.0,66.0,14.0,52.0,D,Poor Pursuance,575310,Martin Luther School,"204 Williams Isle, North Sandra, VI 86662"
Danielle Weber,9218930666.0,42.0,91.0,81.0,B+,Good Pursuance,504379,Martin Luther School,"425 Christina Shoals, South Daniellemouth, FM 17634"
Gina Romero,9798579134.0,83.0,32.0,81.0,B,Average Performance,556481,Martin Luther School,"67528 Gregory Mission Apt. 446, Jeffreyhaven, MO 49076"
Melissa Wells,9816046512.0,99.0,89.0,72.0,A,Very Good Achivement,590335,Martin Luther School,"5783 Sherri Summit, East Billymouth, NV 68442"
Melissa Montes,9162806137.0,74.0,80.0,94.0,A,Very Good Achivement,517296,Martin Luther School,"1517 William Manor, Owensland, MA 39625"
Mr. Michael Harvey,9704735146.0,80.0,76.0,54.0,B,Average Performance,578371,Martin Luther School,"PSC 3224, Box 5619, APO AA 77921"
Morgan Smith,9815337177.0,23.0,19.0,95.0,D,Poor Pursuance,574938,Martin Luther School,"7468 Reynolds Mall Apt. 404, Port Shane, MI 15362"
James Garcia,9039404542.0,27.0,99.0,49.0,C,Below Average Achivement,503087,Martin Luther School,"06820 Ariana Shore, Kristenmouth, PR 25110"
Dr. Nicole Wilson,9462569278.0,46.0,25.0,62.0,D,Poor Pursuance,592459,Martin Luther School,"801 Patricia Stravenue Suite 163, Port Brandonstad, DE 60054"
Jo Patterson,9336548623.0,32.0,49.0,53.0,D,Poor Pursuance,511446,Martin Luther School,"93211 Morgan Plain Suite 287, Jeffersonport, PR 47507"
Cynthia Miller,9999838373.0,16.0,14.0,80.0,D,Poor Pursuance,548254,Martin Luther School,"3307 Howe Fork Suite 549, Nathanielburgh, UT 27094"
Clarence Davis,9508527273.0,59.0,49.0,51.0,C,Below Average Achivement,507930,Martin Luther School,"1448 Richard Highway Apt. 042, Shannonmouth, RI 85194"
Juan Mendoza,9536035156.0,73.0,28.0,80.0,C,Below Average Achivement,597828,Martin Luther School,"016 Phyllis Locks Suite 640, Gallowaystad, WI 52062"
Kevin Mccoy,9315089557.0,30.0,20.0,34.0,F,Failed,523213,Martin Luther School,"93493 Smith Summit Suite 513, East Elaine, TN 10923"
Kimberly Stevens,9045987789.0,25.0,58.0,43.0,D,Poor Pursuance,503990,Martin Luther School,"750 Michelle Shoals Apt. 034, North Martin, KY 41755"
Daniel Hart,9422289030.0,35.0,28.0,13.0,F,Failed,561772,Martin Luther School,"Unit 2320 Box 1878, DPO AP 09323"
Michelle Hart,9797474566.0,26.0,99.0,49.0,C,Below Average Achivement,501019,Martin Luther School,"06155 Hendrix Lodge Apt. 988, Port Jay, CA 32954"
Daniel Wilson,9846779969.0,77.0,15.0,27.0,D,Poor Pursuance,560789,Martin Luther School,"29844 Johnson Crescent, East Danielton, UT 15771"
Emma Bishop,9274539088.0,99.0,79.0,52.0,B+,Good Pursuance,561124,Martin Luther School,"974 Rodriguez Points Apt. 659, North Margaretview, AR 96678"
James White,9922811608.0,79.0,86.0,10.0,C,Below Average Achivement,580870,Martin Luther School,"046 Stephanie Ports, Port Cody, PW 40492"
Nicole Taylor,9385352494.0,72.0,31.0,24.0,D,Poor Pursuance,553101,Martin Luther School,"722 Jeffrey Via Suite 749, Timothystad, MI 60262"
Margaret Barnes,9189602467.0,82.0,36.0,63.0,C,Below Average Achivement,595875,Martin Luther School,"206 Mcdowell Loop Suite 964, Troyland, NM 49893"
Andrea Hale,9160757560.0,81.0,20.0,94.0,B,Average Performance,500311,Martin Luther School,"78197 Denise Mountain, Nicholasport, NH 31533"
Gregory Rodriguez,9421018091.0,35.0,44.0,13.0,F,Failed,599838,Martin Luther School,"24119 Larsen Circle Suite 029, Port Veronica, MH 36539"
Randy Rodriguez,9700166635.0,78.0,15.0,14.0,D,Poor Pursuance,564574,Martin Luther School,"623 Tyler Mills, South Jason, MP 89352"
Michael Higgins,9065743222.0,58.0,19.0,15.0,F,Failed,563715,Martin Luther School,"80642 Miller Pike, North Stephenport, MI 84264"
Dana Moore,9191579435.0,63.0,13.0,46.0,D,Poor Pursuance,507811,Martin Luther School,"85589 Kelly Mountain, Myerschester, GA 44344"
Steven Sampson,9945288670.0,71.0,19.0,73.0,C,Below Average Achivement,523772,Martin Luther School,"2134 Wendy Ford, Alexanderborough, IN 42262"
Rachel Marquez,9038924972.0,39.0,15.0,67.0,D,Poor Pursuance,599891,Martin Luther School,"94260 Deborah Stream, Terrimouth, AK 75176"
Veronica Cole,9452655680.0,33.0,59.0,67.0,C,Below Average Achivement,593588,Martin Luther School,"4120 Brooks Fort, East Stephanie, IL 11087"
Angela Kaiser,9429055058.0,76.0,82.0,79.0,B+,Good Pursuance,541687,Martin Luther School,"1597 Latoya Station, West Annashire, NC 38387"
Terri Sanchez,9905753686.0,48.0,40.0,100.0,B,Average Performance,501564,Martin Luther School,"USCGC Bonilla, FPO AE 29974"
Sherri Roberts,9127188015.0,68.0,98.0,17.0,B,Average Performance,596999,Martin Luther School,"9851 James Lane, Zimmermanville, AR 68050"
Richard Miller,9449409598.0,77.0,10.0,28.0,D,Poor Pursuance,555778,Martin Luther School,"89087 Houston Mount Apt. 003, Cantuchester, NJ 44069"
Joseph Tucker,9287461151.0,54.0,55.0,34.0,D,Poor Pursuance,570529,Martin Luther School,"7107 Brian Wall, Nguyenside, FL 01187"
April Mason,9771672244.0,96.0,64.0,17.0,C,Below Average Achivement,564953,Martin Luther School,"42523 Tran Shoal, East James, PA 20849"
Patricia Walters,9164142739.0,15.0,49.0,78.0,D,Poor Pursuance,575606,Martin Luther School,"8919 Pham Tunnel Suite 213, Joshuastad, OH 11689"
Derrick Petty,9935087903.0,11.0,54.0,52.0,D,Poor Pursuance,561076,Martin Luther School,"USNV Phillips, FPO AP 10335"
Christopher Knight,9032728225.0,35.0,55.0,14.0,D,Poor Pursuance,520379,Martin Luther School,"3236 Jason Road Apt. 725, North Courtney, MT 24060"
Matthew Bishop,9902866389.0,73.0,74.0,69.0,B+,Good Pursuance,561933,Martin Luther School,"33503 Norton Ramp Suite 869, New Amanda, WV 34213"
Cameron Delacruz,9488774741.0,63.0,49.0,89.0,B,Average Performance,552555,Martin Luther School,"80426 Reed Corner, West Patrickstad, OR 78746"
Jennifer Jones,9119568340.0,79.0,29.0,66.0,C,Below Average Achivement,530541,Martin Luther School,"0818 Eaton River Apt. 467, Port Angela, KS 18669"
Bradley Bennett,9443163625.0,85.0,63.0,88.0,B+,Good Pursuance,586847,Martin Luther School,"4721 Morris Harbors Suite 546, Williamschester, AR 20288"
Hannah Perkins,9140194943.0,31.0,15.0,54.0,D,Poor Pursuance,532460,Martin Luther School,"52449 Kelly Lakes Apt. 733, Irwinstad, MN 16983"
Stephanie Warren,9934940289.0,88.0,39.0,82.0,B,Average Performance,515950,Martin Luther School,"USCGC Harrison, FPO AA 39244"
Austin Ryan,9175547332.0,71.0,33.0,65.0,C,Below Average Achivement,511822,Martin Luther School,"83029 Taylor Mission Suite 901, Paulborough, MD 77257"
Teresa Tucker,9596700441.0,20.0,24.0,48.0,F,Failed,507147,Martin Luther School,"019 Miles Burg, Goldenview, IN 98865"
Lisa Herring,9410648523.0,94.0,65.0,30.0,B,Average Performance,559211,Martin Luther School,"8846 Perkins Harbors, North Cory, FL 55676"
Jamie Pham,9121009991.0,51.0,37.0,25.0,D,Poor Pursuance,517726,Martin Luther School,"USCGC Johnson, FPO AA 21943"
Kenneth Moss,9003073910.0,26.0,82.0,45.0,C,Below Average Achivement,521169,Martin Luther School,"6733 Melinda Gateway Suite 731, Victoriaberg, LA 27133"
Cindy Fuller,9143920346.0,30.0,89.0,60.0,C,Below Average Achivement,508962,Martin Luther School,"021 Brown Extension, West Erin, FM 04334"
Tyler Bridges,9537570519.0,59.0,77.0,37.0,C,Below Average Achivement,568252,Martin Luther School,"2634 Robinson Mission Apt. 337, East Feliciaville, UT 75357"
Devin Sawyer,9017605182.0,49.0,19.0,13.0,F,Failed,512478,Martin Luther School,"04839 Todd Viaduct, Grossmouth, AZ 56246"
Allison Lambert,9942506221.0,48.0,56.0,76.0,C,Below Average Achivement,550909,Martin Luther School,"6841 Michelle Wells, Port Coleside, IL 76667"
Matthew Suarez,9074303638.0,47.0,75.0,16.0,D,Poor Pursuance,547876,Martin Luther School,"5234 Juarez Drives Suite 608, Thomasview, MT 62405"
Amber Walker,9929472036.0,19.0,51.0,44.0,D,Poor Pursuance,590777,Martin Luther School,"142 Heather Views, Tinaland, MS 14938"
Scott Mcfarland,9003849393.0,27.0,28.0,90.0,D,Poor Pursuance,519887,Martin Luther School,"5010 Anna Pines, Richardsonberg, SC 32618"
Isabel Morgan,9473709472.0,87.0,65.0,20.0,C,Below Average Achivement,599012,Martin Luther School,"3819 Trevor Row Apt. 113, Oconnormouth, AR 30844"
Thomas Roach,9727971859.0,49.0,58.0,50.0,C,Below Average Achivement,528001,Martin Luther School,"29111 Adkins Station, Ronaldview, VI 24793"
Madison Harris,9808410661.0,43.0,90.0,17.0,D,Poor Pursuance,574670,Martin Luther School,"4541 Gilmore Coves Apt. 745, North Patriciaville, MH 49197"
William Bell,9554186974.0,62.0,85.0,28.0,C,Below Average Achivement,592460,Martin Luther School,"USS Williams, FPO AP 82135"
William Arnold,9463792916.0,37.0,17.0,83.0,D,Poor Pursuance,579072,Martin Luther School,"USNV Wang, FPO AP 28533"
Nancy Hughes,9050152130.0,99.0,52.0,21.0,C,Below Average Achivement,537455,Martin Luther School,"80412 Foster Hill, East David, WY 50928"
Kayla Smith,9035859238.0,55.0,16.0,10.0,F,Failed,597138,Martin Luther School,"199 Patrick View Apt. 122, New Charles, SC 95573"
Benjamin Cooper,9853326026.0,14.0,59.0,42.0,D,Poor Pursuance,501194,Martin Luther School,"099 Michael Key, Lindafurt, SD 52732"
Kimberly Chapman,9910759650.0,92.0,56.0,91.0,B+,Good Pursuance,576320,Martin Luther School,"0298 Velez Trace Suite 957, Jamietown, NY 79139"
Kimberly Rice,9425172214.0,11.0,90.0,22.0,D,Poor Pursuance,548949,Martin Luther School,"60680 Moore Inlet, Whitefort, HI 73707"
Sergio Cruz,9739735583.0,14.0,71.0,22.0,D,Poor Pursuance,567802,Martin Luther School,"197 Guzman Drive, Berryland, FL 31297"
Erika Duarte,9589525927.0,13.0,41.0,24.0,F,Failed,549157,Martin Luther School,"103 Harris Square, Pamelamouth, ME 14062"
Joanna Gardner,9240733676.0,76.0,40.0,76.0,B,Average Performance,539980,Martin Luther School,"015 Johnson Mews, Lake Christopher, VA 74867"
Steven Thompson,9320010579.0,36.0,11.0,19.0,F,Failed,598290,Martin Luther School,"436 Kimberly Rue, Davidborough, NJ 73967"
Cory Sutton,9042806562.0,67.0,17.0,96.0,C,Below Average Achivement,511881,Martin Luther School,"265 Smith Corners, New Craigmouth, WY 39210"
Laura Martin,9419625802.0,23.0,33.0,44.0,D,Poor Pursuance,540321,Martin Luther School,"66724 Joel Ferry Suite 411, Hunterstad, OH 45831"
Michael Howard,9215105717.0,35.0,86.0,36.0,C,Below Average Achivement,598856,Martin Luther School,"551 Tiffany Bridge, Lisaland, NY 48826"
Brenda Mcconnell,9106485238.0,72.0,98.0,50.0,B+,Good Pursuance,554188,Martin Luther School,"26114 Swanson Ports Suite 106, Martinland, MT 40246"
Rebecca Hernandez,9994708761.0,12.0,28.0,43.0,F,Failed,587463,Martin Luther School,"82708 Delgado Vista, Port Tamarashire, NE 76975"
Renee Frost,9190323880.0,98.0,66.0,38.0,B,Average Performance,568550,Martin Luther School,"6530 Perkins Mission, East Sean, SC 16330"
Noah Evans,9131722040.0,54.0,49.0,43.0,D,Poor Pursuance,564438,Martin Luther School,"5306 Stacey Road Apt. 708, Zacharyburgh, NC 45200"
Stephanie Hansen,9347037199.0,45.0,32.0,61.0,D,Poor Pursuance,534611,Martin Luther School,"796 Moore Village, Lake Trevorfort, IA 10626"
John Neal,9978873941.0,30.0,93.0,70.0,B,Average Performance,528620,Martin Luther School,"946 Gonzalez Ford Apt. 513, Mirandafurt, OR 52328"
Dustin Mccullough,9512999627.0,28.0,35.0,53.0,D,Poor Pursuance,532420,Martin Luther School,"92202 Kendra Extensions, West Nicholas, DE 90968"
Christine May,9157720781.0,51.0,22.0,63.0,D,Poor Pursuance,571299,Martin Luther School,"139 Clark Crest, Collinberg, NY 65602"
Rebecca Green,9205288704.0,91.0,98.0,86.0,A+,Excellent Performance,535972,Martin Luther School,"Unit 6408 Box 8003, DPO AP 41106"
Maria Lee PhD,9037349139.0,45.0,61.0,71.0,C,Below Average Achivement,536356,Martin Luther School,"Unit 4774 Box 8951, DPO AE 94898"
Catherine Jimenez DDS,9849450398.0,68.0,20.0,17.0,D,Poor Pursuance,563235,Martin Luther School,"760 Daugherty Lake Suite 608, Port Mollyland, NH 28862"
Amy Lopez,9717493549.0,40.0,24.0,28.0,F,Failed,527368,Martin Luther School,"1619 Joel Shores, Ryanview, NC 51183"
Angelica Copeland,9326590714.0,36.0,69.0,77.0,C,Below Average Achivement,515995,Martin Luther School,"13603 Holly Village Suite 079, West Jonathanbury, MS 17940"
Kelly Cruz,9900383001.0,96.0,90.0,46.0,B+,Good Pursuance,550661,Martin Luther School,"8949 Jonathan Oval Apt. 756, North Amandaton, PR 37252"
Brittany Patton MD,9097487535.0,26.0,17.0,68.0,D,Poor Pursuance,532792,Martin Luther School,"PSC 5580, Box 7022, APO AP 78700"
Phillip Smith,9079837430.0,17.0,56.0,77.0,D,Poor Pursuance,589973,Martin Luther School,"673 Bentley Corners Suite 233, Campbellport, AR 66208"
Anna Martinez,9550193513.0,28.0,39.0,52.0,D,Poor Pursuance,526455,Martin Luther School,"523 Figueroa Spur, Gilbertmouth, FM 25007"
Taylor Nguyen,9235538512.0,66.0,63.0,41.0,C,Below Average Achivement,599158,Martin Luther School,"3259 Walker Ferry, Gonzalesview, KY 44661"
Brett Greer,9158753836.0,90.0,99.0,37.0,B+,Good Pursuance,543903,Martin Luther School,"075 Conner Islands, Jamesshire, FL 15320"
Michelle Smith,9278627380.0,86.0,100.0,59.0,A,Very Good Achivement,543145,Martin Luther School,"5117 Nicholas Knolls, Ramirezmouth, GA 53628"
Gail Greer,9190156478.0,27.0,66.0,65.0,C,Below Average Achivement,565736,Martin Luther School,"984 Anita Ferry Suite 853, Weaverhaven, NE 60126"
Antonio Patton,9376511259.0,10.0,81.0,69.0,C,Below Average Achivement,596551,Martin Luther School,"298 Andrew Green Suite 574, Loganfort, OK 80281"
Jeff Harrison,9063754033.0,100.0,14.0,96.0,B,Average Performance,502996,Martin Luther School,"92617 Jennifer Heights Suite 025, Lake Charlotte, AZ 36575"
Lauren Rodriguez,9327996335.0,48.0,42.0,93.0,B,Average Performance,592177,Martin Luther School,"11893 Angelica Fork, West Tony, TN 29227"
Brenda Garner,9712892533.0,27.0,83.0,32.0,D,Poor Pursuance,589931,Martin Luther School,"34821 Hernandez Mill, Allenberg, WY 63968"
Christopher Lewis,9850435312.0,66.0,51.0,69.0,B,Average Performance,598310,Martin Luther School,"787 Marissa Wall Apt. 675, Carolynport, DE 29944"
Stephanie Cook,9724180031.0,34.0,67.0,71.0,C,Below Average Achivement,564668,Martin Luther School,"418 Amber Curve, Port Roger, RI 42822"
Chase Dunn,9634174158.0,22.0,93.0,55.0,C,Below Average Achivement,517757,Martin Luther School,"483 Bradford Rapid, Susanmouth, WI 85939"
James Myers,9912389617.0,59.0,98.0,46.0,B,Average Performance,524873,Martin Luther School,"07321 Douglas Rue, Hughesburgh, AZ 52284"
Randy Scott,9846760454.0,80.0,77.0,14.0,C,Below Average Achivement,547952,Martin Luther School,"783 Mark Avenue Suite 731, Lake Vanessaside, CO 37819"
Benjamin Flores,9846516094.0,30.0,18.0,54.0,D,Poor Pursuance,517210,Martin Luther School,"99770 Austin Mountain, Wolfechester, PA 94243"
Scott Avery,9306250081.0,20.0,19.0,87.0,D,Poor Pursuance,567267,Martin Luther School,"USNS Sandoval, FPO AA 02076"
Miss Laura Maddox,9179478650.0,60.0,85.0,10.0,C,Below Average Achivement,534912,Martin Luther School,"6730 Kimberly Rue Apt. 933, Lake Rodneyborough, NC 44137"
Breanna Lewis,9858216132.0,31.0,91.0,80.0,B,Average Performance,508981,Martin Luther School,"42333 Courtney Way, Aprilshire, NC 22525"
Gregory Parrish,9888989183.0,70.0,22.0,32.0,D,Poor Pursuance,584056,Martin Luther School,"264 Harris Orchard, Emilyville, KS 72941"
Kayla Brown,9075933097.0,50.0,57.0,23.0,D,Poor Pursuance,560770,Martin Luther School,"12481 Cole Dam, East Elizabeth, PW 02367"
Katie Ford,9598731054.0,80.0,21.0,89.0,B,Average Performance,557855,Martin Luther School,"70140 Scott Island, East Christophermouth, DE 75927"
Amber Garcia,9649894733.0,89.0,33.0,66.0,B,Average Performance,555002,Martin Luther School,"116 Derek Course, East Mark, CA 20047"
Deborah Shields,9988364269.0,63.0,36.0,52.0,D,Poor Pursuance,570254,Martin Luther School,"213 Sarah Fort, Palmerton, FM 76220"
Bradley Perez,9649156894.0,40.0,80.0,95.0,B+,Good Pursuance,560614,Martin Luther School,"0180 Jill Fort, New Thomas, UT 29566"
Cynthia Morris,9354642239.0,61.0,54.0,70.0,B,Average Performance,557786,Martin Luther School,"010 Annette Ways, East Jessicabury, VI 78994"
Kimberly George,9378443625.0,90.0,33.0,54.0,C,Below Average Achivement,532543,Martin Luther School,"3915 Janet Ways Suite 078, Bryanchester, MA 05500"
Stacey Johnson,9183719926.0,11.0,99.0,19.0,D,Poor Pursuance,582789,Martin Luther School,"2824 Diane Divide Suite 427, Meganshire, CT 12009"
Jennifer Alvarado,9430871313.0,89.0,28.0,87.0,B,Average Performance,598887,Martin Luther School,"49281 Allen Motorway, Ryanborough, MT 76921"
Jodi Fuentes,9214872302.0,72.0,90.0,78.0,B+,Good Pursuance,504320,Martin Luther School,"5066 Traci Mountains Suite 197, East Darrellville, GA 81008"
Rickey Martin,9138213913.0,41.0,62.0,41.0,D,Poor Pursuance,544749,Martin Luther School,"7545 Harmon Rapids, North Mary, ID 97461"
Susan Porter,9263901841.0,48.0,71.0,21.0,D,Poor Pursuance,567961,Martin Luther School,"275 Cobb Course Suite 664, Kristinaborough, DC 35491"
Heather Moody,9042596259.0,46.0,81.0,22.0,D,Poor Pursuance,589656,Martin Luther School,"PSC 0967, Box 4905, APO AA 76442"
Bradley Harris,9683259057.0,29.0,10.0,91.0,D,Poor Pursuance,547795,Martin Luther School,"71967 Teresa River, North Tracyfort, OH 93695"
Luis Butler,9713536296.0,83.0,88.0,64.0,B+,Good Pursuance,548475,Martin Luther School,"13637 Erickson Points Suite 743, West Amanda, MP 86144"
Tiffany Cruz,9572763319.0,98.0,24.0,95.0,B+,Good Pursuance,541636,Martin Luther School,"837 Patricia Estate Suite 725, East Benjamin, NM 21990"
Joshua Gibson,9837286037.0,53.0,73.0,61.0,B,Average Performance,564830,Martin Luther School,"60945 Heidi Path Apt. 730, Carpentermouth, AK 99815"
Carla Owens,9391175450.0,97.0,94.0,16.0,B,Average Performance,557094,Martin Luther School,"605 Compton Spring Suite 972, South Laurie, VA 39616"
Steven Adams,9985868488.0,30.0,69.0,14.0,D,Poor Pursuance,501409,Martin Luther School,"1357 Allen Roads Apt. 864, West Sherry, TN 09892"
Katrina Wood,9946854565.0,52.0,21.0,42.0,D,Poor Pursuance,585318,Martin Luther School,"710 Martinez Falls Suite 957, Port David, ID 12697"
Timothy Mejia,9530771711.0,10.0,100.0,15.0,D,Poor Pursuance,524679,Martin Luther School,"961 Regina Keys Apt. 137, Port Shaunchester, MD 30747"
Carla Davis,9160632436.0,33.0,15.0,27.0,F,Failed,517419,Martin Luther School,"2298 Colton Manor, Kaylaville, SC 54551"
Carmen Franklin,9720311654.0,83.0,89.0,26.0,B,Average Performance,539144,Martin Luther School,"0382 Troy Fords Apt. 913, Martinchester, KY 90089"
Jennifer Scott,9590827894.0,77.0,18.0,95.0,B,Average Performance,512766,Martin Luther School,"9888 Catherine Mews, Johnsonside, MD 51904"
Amanda Hill,9066263693.0,87.0,85.0,22.0,B,Average Performance,591741,Martin Luther School,"21020 Sharon Expressway Suite 671, Port Anthony, MO 40085"
Claudia Wheeler,9386279660.0,81.0,28.0,92.0,B,Average Performance,570289,Martin Luther School,"655 Michael Summit, Josephstad, CO 23184"
Jeff Romero,9134342822.0,86.0,88.0,90.0,A,Very Good Achivement,543767,Martin Luther School,"12032 Chandler Garden Suite 842, Curtischester, GU 35275"
Ashley Martin,9701024564.0,98.0,36.0,71.0,B,Average Performance,571076,Martin Luther School,"3500 Joshua Stream, South Helen, VA 20186"
Matthew Hall,9667237466.0,37.0,42.0,95.0,C,Below Average Achivement,574136,Martin Luther School,"06151 Crawford Valleys, Nathanielstad, GU 62275"
Andrew Martin,9487289711.0,13.0,12.0,70.0,F,Failed,557296,Martin Luther School,"8877 Santos Shores Apt. 491, Andersonland, MA 11585"
Vincent Cardenas,9444931597.0,77.0,80.0,84.0,B+,Good Pursuance,575174,Martin Luther School,"Unit 8330 Box 7862, DPO AA 38207"
Karen Palmer,9940651559.0,78.0,77.0,22.0,C,Below Average Achivement,599192,Martin Luther School,"443 Dakota Rapid, East Ashley, MT 34688"
Chelsea Johnson DVM,9953951432.0,12.0,58.0,96.0,C,Below Average Achivement,530105,Martin Luther School,"Unit 0204 Box 9951, DPO AA 80287"
Adam Henry,9516905020.0,92.0,10.0,11.0,D,Poor Pursuance,552298,Martin Luther School,"003 Phillips Ridge, South Brianashire, MS 20907"
Robin Peterson,9495871713.0,44.0,14.0,81.0,D,Poor Pursuance,563909,Martin Luther School,"20375 Charles Mountains Apt. 802, Karenhaven, ME 40865"
Michael Hunter,9576077057.0,81.0,97.0,51.0,B+,Good Pursuance,539107,Martin Luther School,"16951 Katherine Light, West Rachelview, OK 61105"
Michael Lopez,9825242197.0,66.0,59.0,72.0,B,Average Performance,591802,Martin Luther School,"008 Hamilton Shoal Apt. 634, Nancyside, LA 73786"
James Johnson,9555814859.0,98.0,42.0,65.0,B,Average Performance,518654,Martin Luther School,"1904 Cynthia Place, Maxwellside, OK 81255"
Paul Hicks,9617218072.0,60.0,91.0,15.0,C,Below Average Achivement,592525,Martin Luther School,"334 Bailey Extension Suite 614, Markchester, NV 81009"
Cory Swanson,9150072496.0,23.0,15.0,19.0,F,Failed,531893,Martin Luther School,"677 Powers Spurs, Denniston, NC 32631"
Lindsey Chambers,9616396017.0,50.0,81.0,15.0,D,Poor Pursuance,529705,Martin Luther School,"6079 Cox Ways Apt. 141, New Michelle, FL 67481"
Cory Cain MD,9352363331.0,72.0,42.0,31.0,D,Poor Pursuance,547701,Martin Luther School,"61356 Chen Locks, New Michael, AK 43271"
William Lane,9345566842.0,98.0,18.0,65.0,C,Below Average Achivement,579926,Martin Luther School,"0104 Brian Mills, North Anthonybury, VI 79890"
Katherine Gonzalez,9538839252.0,83.0,60.0,89.0,B+,Good Pursuance,535068,Martin Luther School,"0652 Louis Shores, Port Tashaberg, PR 03465"
Patrick Moreno,9189894099.0,91.0,25.0,82.0,B,Average Performance,526333,Martin Luther School,"USS Day, FPO AA 55781"
Jaime Vincent,9500276267.0,48.0,84.0,49.0,C,Below Average Achivement,560693,Martin Luther School,"2331 Brady Shoals Apt. 065, Clarkhaven, FL 44855"
Jimmy Baker,9857734674.0,90.0,59.0,42.0,B,Average Performance,526348,Martin Luther School,"415 Griffin Shores Suite 583, Port Allison, ND 46256"
Holly Pena,9155008688.0,40.0,54.0,51.0,D,Poor Pursuance,540803,Martin Luther School,"5855 Hansen Terrace Apt. 420, East Kelseyborough, UT 06447"
Erica Wood,9986725851.0,46.0,68.0,91.0,B,Average Performance,502103,Martin Luther School,"49750 Warren Valley, Marchaven, FL 68321"
Michael Hamilton,9358725887.0,65.0,11.0,33.0,D,Poor Pursuance,572221,Martin Luther School,"0498 Stephen Lakes Suite 298, East Chad, MS 39958"
Christopher Moreno,9846177800.0,94.0,71.0,19.0,B,Average Performance,525457,Martin Luther School,"PSC 4517, Box 6789, APO AE 29188"
Danielle Hickman,9385518692.0,93.0,68.0,21.0,C,Below Average Achivement,590329,Martin Luther School,"326 Copeland Corner, Joshuaside, NJ 27772"
Mackenzie Williams,9629409980.0,85.0,86.0,38.0,B,Average Performance,571327,Martin Luther School,"65624 Young Tunnel Apt. 041, Frederickfurt, AZ 76644"
Linda Campbell,9654284515.0,31.0,94.0,77.0,B,Average Performance,517599,Martin Luther School,"Unit 0549 Box 5288, DPO AA 24355"
Megan Herrera MD,9474480109.0,28.0,14.0,25.0,F,Failed,580962,Martin Luther School,"123 Dorothy Shoal, Johnsonmouth, VI 24174"
Christian Flores,9757518335.0,75.0,77.0,72.0,B+,Good Pursuance,504040,Martin Luther School,"62766 Austin Wells Apt. 780, Maryton, IA 39290"
Robert Williams,9245419882.0,15.0,66.0,40.0,D,Poor Pursuance,568184,Martin Luther School,"123 Albert Course Apt. 557, West Roger, SD 25612"
Amber Weeks,9115990055.0,41.0,41.0,78.0,C,Below Average Achivement,588333,Martin Luther School,"367 Bradley Ramp Suite 280, Joshuastad, OK 38374"
Joshua Nichols,9128012107.0,27.0,25.0,47.0,D,Poor Pursuance,521371,Martin Luther School,"3815 Stephens Shoal, Riceborough, NH 50447"
Andrew Stewart,9607646662.0,99.0,55.0,99.0,A,Very Good Achivement,579711,Martin Luther School,"83299 Kimberly Walks, Lake Eric, DC 69772"
Jermaine Keller,9509640228.0,94.0,65.0,88.0,A,Very Good Achivement,507578,Martin Luther School,"604 Christopher Estate, Lake April, VI 57043"
Rachel Price,9943016733.0,26.0,91.0,10.0,D,Poor Pursuance,506201,Martin Luther School,"6044 Chelsea Ridge, West Thomasshire, ME 53016"
Brandon Saunders,9280129805.0,97.0,95.0,48.0,B+,Good Pursuance,534053,Martin Luther School,"02078 Levine Fork, Hansenborough, UT 88130"
Darren Wong,9542419655.0,93.0,46.0,39.0,C,Below Average Achivement,513421,Martin Luther School,"620 Victoria River, Adamston, ID 33213"
Wesley Krueger,9736553783.0,79.0,23.0,47.0,D,Poor Pursuance,556022,Martin Luther School,"48575 Toni Gardens Apt. 843, Melissashire, GA 96698"
Nathan Bowers,9889297194.0,38.0,75.0,46.0,C,Below Average Achivement,576590,Martin Luther School,"230 Davis Turnpike, West Edward, SC 55229"
Valerie Nelson,9428554308.0,93.0,63.0,98.0,A,Very Good Achivement,504360,Martin Luther School,"22685 Timothy Burg, South Cheryl, WY 98648"
Caroline Cole,9802581209.0,95.0,70.0,21.0,B,Average Performance,543491,Martin Luther School,"7226 Alexander Shoals Suite 692, West Mary, SC 73801"
Jose Chang,9076807894.0,88.0,87.0,50.0,B+,Good Pursuance,529154,Martin Luther School,"369 Beck Mountain, New Paul, AR 40804"
Shane Campbell,9184789181.0,18.0,28.0,44.0,F,Failed,501240,Martin Luther School,"43348 Wilkinson Haven, East James, NE 76746"
Heidi Jackson,9774537809.0,50.0,83.0,40.0,C,Below Average Achivement,539497,Martin Luther School,"9976 Sarah Ridge, New Erica, MI 03533"
Luke Hobbs,9579635197.0,88.0,80.0,10.0,C,Below Average Achivement,514914,Martin Luther School,"68857 Carroll Mission Apt. 697, Annettetown, NC 29943"
